id,date,theme,text,category
323,2025-10-03,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
626,2025-10-03,Не начислены бонусы,За покупку не начислили обещанные бонусы. Поддержка тоже не помогла.,Бонусная программа
436,2025-10-04,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа
339,2025-10-04,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
56,2025-10-04,Повреждение,"Заказ приехал с поврежденной упаковкой. Надеюсь, вопрос получится быстро решить.",Доставка
723,2025-10-04,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
48,2025-10-04,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет
247,2025-10-05,Брак,Получил товар с явным браком.,Качество товара
278,2025-10-05,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
914,2025-10-05,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Если вопрос не решится, больше у вас покупать не буду.",Возвраты
767,2025-10-06,Курьер,Курьер не приехал в назначенное время и не позвонил. Это уже не первый раз.,Доставка
265,2025-10-06,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу срочно решить проблему.",Возвраты
992,2025-10-07,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Поддержка тоже не помогла.",Возвраты
157,2025-10-07,Авторизация,"Не могу войти в личный кабинет. Хотелось бы понять, что делать дальше.",Личный кабинет
3,2025-10-07,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
759,2025-10-07,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
912,2025-10-07,Авторизация,Не могу войти в личный кабинет.,Личный кабинет
127,2025-10-08,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
199,2025-10-09,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты
597,2025-10-09,Чек,"Не получил электронный чек после покупки. Подскажите, пожалуйста, как решить эту проблему.",Документы
250,2025-10-09,Курьер,"Курьер не приехал в назначенное время и не позвонил. Хотелось бы понять, что делать дальше.",Доставка
937,2025-10-09,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
258,2025-10-10,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка
13,2025-10-10,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Надеюсь, вопрос получится быстро решить.",Оплата
100,2025-10-10,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
517,2025-10-10,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
522,2025-10-10,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Поддержка тоже не помогла.",Поддержка
415,2025-10-11,Документы,"В документах к заказу указаны неверные данные. Если вопрос не решится, больше у вас покупать не буду.",Документы
739,2025-10-11,Повреждение,Заказ приехал с поврежденной упаковкой. Поддержка тоже не помогла.,Доставка
194,2025-10-12,Профиль,"Не получается изменить номер телефона в профиле. Хотелось бы понять, что делать дальше.",Личный кабинет
584,2025-10-13,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Поддержка тоже не помогла.,Оплата
661,2025-10-13,Промокод,"Промокод указан как действующий, но система его не принимает. Если вопрос не решится, больше у вас покупать не буду.",Цена
785,2025-10-14,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
742,2025-10-14,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Надеюсь, вопрос получится быстро решить.",Цена
430,2025-10-14,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу срочно решить проблему.",Возвраты
143,2025-10-14,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка
27,2025-10-15,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Надеюсь, вопрос получится быстро решить.",Поддержка
318,2025-10-15,Двойное списание,С карты дважды списали деньги за один заказ. Очень недоволен этой ситуацией.,Оплата
592,2025-10-15,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
362,2025-10-15,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Подскажите, пожалуйста, как решить эту проблему.",Оплата
162,2025-10-16,Ошибка приложения,После обновления приложение перестало запускаться. Очень недоволен этой ситуацией.,Мобильное приложение
629,2025-10-16,Повреждение,"Заказ приехал с поврежденной упаковкой. Если вопрос не решится, больше у вас покупать не буду.",Доставка
722,2025-10-16,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Очень недоволен этой ситуацией.",Оплата
839,2025-10-17,Списание бонусов,"Не получается использовать накопленные бонусы при оплате. Если вопрос не решится, больше у вас покупать не буду.",Бонусная программа
956,2025-10-17,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
179,2025-10-17,История заказов,В личном кабинете пропала история моих заказов. Прошу помочь разобраться.,Личный кабинет
335,2025-10-17,Двойное списание,"С карты дважды списали деньги за один заказ. Надеюсь, вопрос получится быстро решить.",Оплата
982,2025-10-18,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
923,2025-10-18,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
689,2025-10-19,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Прошу помочь разобраться.,Бонусная программа
230,2025-10-19,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
825,2025-10-21,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
945,2025-10-21,Несоответствие,"Товар совсем не соответствует описанию на сайте. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
394,2025-10-21,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Подскажите, пожалуйста, как решить эту проблему.",Возвраты
601,2025-10-21,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Если вопрос не решится, больше у вас покупать не буду.",Оплата
898,2025-10-21,Ошибка приложения,После обновления приложение перестало запускаться.,Мобильное приложение
658,2025-10-22,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
155,2025-10-22,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
756,2025-10-22,История заказов,"В личном кабинете пропала история моих заказов. Подскажите, пожалуйста, как решить эту проблему.",Личный кабинет
993,2025-10-23,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
77,2025-10-24,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
406,2025-10-24,Несоответствие,Товар совсем не соответствует описанию на сайте. Очень недоволен этой ситуацией.,Качество товара
638,2025-10-24,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
774,2025-10-25,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение
530,2025-10-25,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка
941,2025-10-26,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
154,2025-10-27,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Прошу срочно решить проблему.",Цена
239,2025-10-27,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
687,2025-10-27,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
876,2025-10-28,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
675,2025-10-28,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение
203,2025-10-29,Документы,"В документах к заказу указаны неверные данные. Надеюсь, вопрос получится быстро решить.",Документы
217,2025-10-29,Счет,"Не могу получить счет на заказ. Надеюсь, вопрос получится быстро решить.",Документы
345,2025-10-31,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
186,2025-10-31,Двойное списание,С карты дважды списали деньги за один заказ. Прошу срочно решить проблему.,Оплата
998,2025-11-01,Счет,Не могу получить счет на заказ. Это уже не первый раз.,Документы
414,2025-11-01,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Надеюсь, вопрос получится быстро решить.",Возвраты
653,2025-11-01,Повреждение,Заказ приехал с поврежденной упаковкой. Очень недоволен этой ситуацией.,Доставка
429,2025-11-01,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
551,2025-11-02,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Очень недоволен этой ситуацией.,Бонусная программа
352,2025-11-02,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты
215,2025-11-02,Авторизация,Не могу войти в личный кабинет. Поддержка тоже не помогла.,Личный кабинет
386,2025-11-03,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
424,2025-11-03,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
259,2025-11-03,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Прошу срочно решить проблему.",Возвраты
765,2025-11-03,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты
866,2025-11-04,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
5,2025-11-05,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Это уже не первый раз.,Доставка
404,2025-11-05,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
531,2025-11-06,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Прошу срочно решить проблему.",Оплата
447,2025-11-06,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
353,2025-11-06,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Прошу срочно решить проблему.",Оплата
1000,2025-11-07,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
298,2025-11-07,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Поддержка тоже не помогла.",Мобильное приложение
625,2025-11-07,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Поддержка тоже не помогла.",Оплата
173,2025-11-07,Несоответствие,Товар совсем не соответствует описанию на сайте. Это уже не первый раз.,Качество товара
498,2025-11-08,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
461,2025-11-08,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Поддержка тоже не помогла.",Возвраты
252,2025-11-08,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет
583,2025-11-09,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
422,2025-11-09,Курьер,"Курьер не приехал в назначенное время и не позвонил. Если вопрос не решится, больше у вас покупать не буду.",Доставка
983,2025-11-10,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Если вопрос не решится, больше у вас покупать не буду.",Оплата
949,2025-11-11,Брак,Получил товар с явным браком. Очень недоволен этой ситуацией.,Качество товара
970,2025-11-11,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
346,2025-11-11,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
788,2025-11-11,Списание бонусов,"Не получается использовать накопленные бонусы при оплате. Надеюсь, вопрос получится быстро решить.",Бонусная программа
459,2025-11-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
593,2025-11-12,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
821,2025-11-12,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Прошу срочно решить проблему.,Доставка
731,2025-11-13,Двойное списание,С карты дважды списали деньги за один заказ. Это уже не первый раз.,Оплата
380,2025-11-13,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
218,2025-11-14,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Поддержка тоже не помогла.",Доставка
910,2025-11-15,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Надеюсь, вопрос получится быстро решить.",Оплата
275,2025-11-16,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
558,2025-11-16,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
841,2025-11-17,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
474,2025-11-18,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка
405,2025-11-18,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Поддержка тоже не помогла.,Возвраты
408,2025-11-18,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
953,2025-11-19,Документы,В документах к заказу указаны неверные данные. Поддержка тоже не помогла.,Документы
279,2025-11-20,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
830,2025-11-20,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Подскажите, пожалуйста, как решить эту проблему.",Оплата
478,2025-11-20,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
281,2025-11-21,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Хотелось бы понять, что делать дальше.",Поддержка
94,2025-11-21,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
728,2025-11-21,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата
407,2025-11-22,Счет,Не могу получить счет на заказ. Прошу срочно решить проблему.,Документы
300,2025-11-22,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Очень недоволен этой ситуацией.,Оплата
316,2025-11-23,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Очень недоволен этой ситуацией.",Цена
712,2025-11-23,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
208,2025-11-23,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
922,2025-11-23,Авторизация,"Не могу войти в личный кабинет. Надеюсь, вопрос получится быстро решить.",Личный кабинет
333,2025-11-24,Брак,Получил товар с явным браком.,Качество товара
880,2025-11-24,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
292,2025-11-24,Документы,В документах к заказу указаны неверные данные.,Документы
794,2025-11-24,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Надеюсь, вопрос получится быстро решить.",Оплата
977,2025-11-24,Документы,В документах к заказу указаны неверные данные.,Документы
495,2025-11-24,Чек,Не получил электронный чек после покупки.,Документы
40,2025-11-24,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
534,2025-11-24,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
1,2025-11-24,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
113,2025-11-25,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Прошу срочно решить проблему.,Возвраты
535,2025-11-25,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
36,2025-11-25,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Подскажите, пожалуйста, как решить эту проблему.",Оплата
448,2025-11-25,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Прошу помочь разобраться.",Возвраты
642,2025-11-25,Документы,"В документах к заказу указаны неверные данные. Подскажите, пожалуйста, как решить эту проблему.",Документы
195,2025-11-27,Долгое ожидание,Очень долго ждал ответа оператора. Поддержка тоже не помогла.,Поддержка
413,2025-11-27,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Надеюсь, вопрос получится быстро решить.",Бонусная программа
420,2025-11-27,Двойное списание,С карты дважды списали деньги за один заказ. Это уже не первый раз.,Оплата
770,2025-11-28,Несоответствие,Товар совсем не соответствует описанию на сайте. Очень недоволен этой ситуацией.,Качество товара
181,2025-11-28,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Прошу срочно решить проблему.",Оплата
611,2025-11-28,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
6,2025-11-29,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
710,2025-11-29,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
456,2025-11-29,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
533,2025-11-30,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Надеюсь, вопрос получится быстро решить.",Оплата
599,2025-11-30,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
752,2025-11-30,Чек,Не получил электронный чек после покупки.,Документы
807,2025-12-01,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара
816,2025-12-01,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Прошу срочно решить проблему.",Мобильное приложение
598,2025-12-01,Скидка,"Обещанная скидка не применилась при оформлении заказа. Хотелось бы понять, что делать дальше.",Цена
827,2025-12-02,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
846,2025-12-02,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
690,2025-12-02,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
354,2025-12-02,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка
129,2025-12-02,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата
902,2025-12-02,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
25,2025-12-02,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара
484,2025-12-02,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Поддержка тоже не помогла.",Оплата
371,2025-12-03,История заказов,В личном кабинете пропала история моих заказов.,Личный кабинет
916,2025-12-03,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
787,2025-12-03,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Это уже не первый раз.",Возвраты
301,2025-12-04,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Очень недоволен этой ситуацией.",Поддержка
340,2025-12-05,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
226,2025-12-05,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
437,2025-12-05,Двойное списание,"С карты дважды списали деньги за один заказ. Надеюсь, вопрос получится быстро решить.",Оплата
132,2025-12-06,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
269,2025-12-06,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение
89,2025-12-06,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
835,2025-12-07,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Поддержка тоже не помогла.",Поддержка
847,2025-12-07,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
979,2025-12-07,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Подскажите, пожалуйста, как решить эту проблему.",Поддержка
887,2025-12-08,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
620,2025-12-08,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
385,2025-12-08,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Подскажите, пожалуйста, как решить эту проблему.",Доставка
615,2025-12-09,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Хотелось бы понять, что делать дальше.",Доставка
696,2025-12-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка
391,2025-12-09,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
241,2025-12-10,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
496,2025-12-10,Долгое ожидание,Очень долго ждал ответа оператора. Прошу помочь разобраться.,Поддержка
432,2025-12-10,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
81,2025-12-10,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
324,2025-12-10,Промокод,"Промокод указан как действующий, но система его не принимает. Прошу помочь разобраться.",Цена
664,2025-12-10,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата
315,2025-12-11,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу срочно решить проблему.",Доставка
905,2025-12-11,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
636,2025-12-11,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
798,2025-12-11,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
648,2025-12-11,Долгое ожидание,Очень долго ждал ответа оператора. Прошу помочь разобраться.,Поддержка
130,2025-12-12,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Поддержка тоже не помогла.",Доставка
370,2025-12-12,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Надеюсь, вопрос получится быстро решить.",Поддержка
771,2025-12-13,Долгое ожидание,Очень долго ждал ответа оператора. Поддержка тоже не помогла.,Поддержка
858,2025-12-13,Повреждение,"Заказ приехал с поврежденной упаковкой. Надеюсь, вопрос получится быстро решить.",Доставка
829,2025-12-13,Двойное списание,"С карты дважды списали деньги за один заказ. Надеюсь, вопрос получится быстро решить.",Оплата
176,2025-12-13,Скидка,"Обещанная скидка не применилась при оформлении заказа. Подскажите, пожалуйста, как решить эту проблему.",Цена
444,2025-12-14,Скидка,"Обещанная скидка не применилась при оформлении заказа. Хотелось бы понять, что делать дальше.",Цена
497,2025-12-14,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
32,2025-12-15,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Подскажите, пожалуйста, как решить эту проблему.",Возвраты
582,2025-12-15,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
521,2025-12-15,Брак,"Получил товар с явным браком. Если вопрос не решится, больше у вас покупать не буду.",Качество товара
574,2025-12-15,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка
632,2025-12-15,Повреждение,"Заказ приехал с поврежденной упаковкой. Хотелось бы понять, что делать дальше.",Доставка
19,2025-12-16,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Очень недоволен этой ситуацией.,Поддержка
840,2025-12-16,Ошибка приложения,После обновления приложение перестало запускаться.,Мобильное приложение
287,2025-12-16,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
536,2025-12-17,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
477,2025-12-17,Отказ в возврате,"Мне отказали в возврате товара без понятного объяснения. Хотелось бы понять, что делать дальше.",Возвраты
709,2025-12-17,Авторизация,Не могу войти в личный кабинет. Очень недоволен этой ситуацией.,Личный кабинет
940,2025-12-18,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
570,2025-12-19,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Хотелось бы понять, что делать дальше.",Поддержка
537,2025-12-19,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Подскажите, пожалуйста, как решить эту проблему.",Доставка
222,2025-12-19,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
724,2025-12-19,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка
844,2025-12-19,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена
397,2025-12-20,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Подскажите, пожалуйста, как решить эту проблему.",Цена
867,2025-12-20,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
493,2025-12-20,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
328,2025-12-20,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата
197,2025-12-21,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
439,2025-12-21,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Это уже не первый раз.",Мобильное приложение
716,2025-12-21,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
178,2025-12-23,Ошибка приложения,После обновления приложение перестало запускаться. Поддержка тоже не помогла.,Мобильное приложение
